time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-01-12T19:32:25.531Z,0.7994,123.737,270.76,4.5,mb,,68,2.068,0.86,us,us7000gbf7,2022-01-12T20:57:57.040Z,"80 km ENE of Gorontalo, Indonesia",earthquake,3,7.7,0.067,65,reviewed,us,us
2022-01-12T19:11:04.830Z,19.4045,-155.485,8.14,2.62,ml,32,48,,0.1,hv,hv72869222,2022-01-12T21:17:11.060Z,"22 km N of P?hala, Hawaii",earthquake,0.38,0.91,0.161823604205539,24,reviewed,hv,hv
2022-01-12T16:18:02.368Z,37.7923,101.5821,10,4.3,mb,,57,9.96,0.74,us,us7000gbdc,2022-01-12T23:17:57.040Z,"93 km W of Wuwei, China",earthquake,9.3,1.9,0.083,41,reviewed,us,us
2022-01-12T15:46:09.168Z,30.5805,131.0435,58.65,4.8,mb,,76,1.055,0.79,us,us7000gbcc,2022-01-12T22:56:13.040Z,"17 km SSE of Nishinoomote, Japan",earthquake,6.3,5,0.069,64,reviewed,us,us
2022-01-12T14:28:13.044Z,52.3981,-167.9502,13.8,3.9,ml,,,,0.75,ak,ak022k2y9yd,2022-01-12T22:07:54.147Z,"86 km SE of Nikolski, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2022-01-12T13:16:21.474Z,-6.5982,147.3301,70.55,5.6,mww,,21,5.373,1.07,us,us7000gbb7,2022-01-14T04:00:52.828Z,"39 km ENE of Lae, Papua New Guinea",earthquake,6.7,5.1,0.054,33,reviewed,us,us
2022-01-12T13:15:11.143Z,52.2911,-167.5444,10,4,mb,,211,1.05,1.71,us,us7000gbbq,2022-01-12T13:52:43.040Z,"114 km SE of Nikolski, Alaska",earthquake,4.3,2,0.099,27,reviewed,us,us
2022-01-12T13:11:53.150Z,19.1623333333333,-155.4885,34.67,2.66,md,50,113,,0.11,hv,hv72868817,2022-01-12T21:53:17.360Z,"4 km SSW of P?hala, Hawaii",earthquake,0.39,0.53,0.164994147900232,22,reviewed,hv,hv
2022-01-12T13:01:55.768Z,37.7165,101.5096,10,5,mb,,53,10.727,0.98,us,us7000gbb0,2022-01-12T13:21:14.040Z,"101 km WSW of Wuwei, China",earthquake,10.3,1.9,0.058,95,reviewed,us,us
2022-01-12T12:42:17.505Z,60.2322,-153.1067,122.2,3.1,ml,,,,0.68,ak,ak022k1ueia,2022-01-12T13:15:56.217Z,"67 km E of Port Alsworth, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-01-12T12:23:42.306Z,59.995,-153.1039,2.5,2.6,ml,,,,0.79,ak,ak022k1qdxo,2022-01-13T08:22:54.040Z,"60 km ENE of Pedro Bay, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-01-12T12:16:19.690Z,37.7899,101.3579,10,4.9,mb,,35,10.695,0.56,us,us7000gbau,2022-01-12T16:17:03.241Z,"107 km SW of Jinchang, China",earthquake,8.2,1.5,0.061,83,reviewed,us,us
2022-01-12T10:49:35.328Z,-39.305,174.4702,191.01,5.7,mww,,33,0.846,0.6,us,us7000gba7,2022-01-13T10:53:25.874Z,"20 km NE of Eltham, New Zealand",earthquake,7.2,5.6,0.065,23,reviewed,us,us
2022-01-12T10:49:14.820Z,19.2898,-67.1026,38,3.45,md,13,241,0.8223,0.55,pr,pr2022012004,2022-01-12T14:55:00.551Z,"87 km N of Isabela, Puerto Rico",earthquake,2.72,16.66,0.14,6,reviewed,pr,pr
2022-01-12T10:39:32.670Z,-23.0777,-69.3903,78.9,4.1,mb,,79,0.149,0.57,us,us7000gba3,2022-01-13T08:13:50.040Z,"83 km SW of Calama, Chile",earthquake,4.6,3.9,0.235,5,reviewed,us,us
2022-01-12T10:20:43.212Z,37.695,101.4089,10,5.3,mb,,33,10.772,0.54,us,us7000gba0,2022-01-12T10:39:27.040Z,"110 km WSW of Wuwei, China",earthquake,8.1,1.9,0.052,122,reviewed,us,us
2022-01-12T10:18:56.855Z,-21.3298,-69.832,47.65,4.1,mb,,83,0.06,0.94,us,us7000gb9z,2022-01-12T10:41:58.506Z,"92 km NNE of Tocopilla, Chile",earthquake,4.9,7.2,0.145,13,reviewed,us,us
2022-01-12T10:04:26.410Z,17.9115,-66.8711,14,2.68,md,15,196,0.0641,0.12,pr,pr2022012003,2022-01-12T11:17:43.346Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,0.48,0.59,0.13,4,reviewed,pr,pr
2022-01-12T09:06:03.170Z,32.9341667,-115.535,11.04,2.54,ml,45,47,0.03913,0.29,ci,ci39909663,2022-01-13T08:06:44.040Z,"5km S of Brawley, CA",earthquake,0.26,0.51,0.219,19,reviewed,ci,ci
2022-01-12T08:46:38.220Z,17.9181,-66.863,10,3.38,md,25,192,0.0593,0.14,pr,pr2022012002,2022-01-12T09:35:17.040Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,0.48,0.58,0.17,21,reviewed,pr,pr
2022-01-12T07:20:43.950Z,17.9198,-66.858,14,2.64,md,21,191,0.0592,0.21,pr,pr2022012001,2022-01-12T23:48:16.899Z,"7 km SSE of Maria Antonia, Puerto Rico",earthquake,0.5,0.56,0.07,12,reviewed,pr,pr
2022-01-12T06:35:28.580Z,-58.7046,-25.2567,10,4.8,mb,,82,7.629,0.87,us,us7000gb91,2022-01-12T06:58:10.040Z,"",earthquake,5.6,1.9,0.084,44,reviewed,us,us
2022-01-12T06:29:22.660Z,31.4436667,-115.6905,17.18,2.68,ml,16,118,0.09542,0.13,ci,ci39909615,2022-01-12T16:31:17.916Z,"88km ESE of Maneadero, B.C., MX",earthquake,0.29,0.39,0.129,14,reviewed,ci,ci
2022-01-12T05:30:29.337Z,-37.9625,-74.0536,10,4.3,mwr,,137,1.976,0.76,us,us7000gb8l,2022-01-12T06:12:02.040Z,"52 km SW of Lebu, Chile",earthquake,2.9,1.9,0.058,29,reviewed,us,us
2022-01-12T05:29:06.343Z,52.2614,-167.8084,10,4,mb,,213,1.153,1.4,us,us7000gb8m,2022-01-12T07:04:19.040Z,"103 km SE of Nikolski, Alaska",earthquake,6.9,2,0.129,16,reviewed,us,us
2022-01-12T05:26:44.436Z,36.4748,70.5251,76.56,4.9,mb,,46,0.65,0.76,us,us7000gb8k,2022-01-12T05:42:41.040Z,"51 km SSW of Jurm, Afghanistan",earthquake,3.3,6.2,0.058,94,reviewed,us,us
2022-01-12T04:51:46.650Z,17.9495,-67.032,6,3.04,md,20,228,0.0234,0.07,pr,pr2022012000,2022-01-12T05:29:02.931Z,"3 km SSE of La Parguera, Puerto Rico",earthquake,0.45,0.21,0.2,14,reviewed,pr,pr
2022-01-12T04:25:48.834Z,52.427,-168.1459,10,4.2,mb,,173,0.995,1.26,us,us7000gb8b,2022-01-12T07:10:36.573Z,"74 km SE of Nikolski, Alaska",earthquake,7.9,1.9,0.071,59,reviewed,us,us
2022-01-12T03:06:13.601Z,-3.3549,128.9032,10,4.9,mb,,67,3.368,1.24,us,us7000gb7c,2022-01-12T03:27:01.040Z,"2 km SW of Amahai, Indonesia",earthquake,7.8,1.9,0.177,12,reviewed,us,us
2022-01-12T03:04:27.351Z,-32.8793,-179.1754,52.65,5.1,mb,,76,3.763,1.03,us,us7000gb7e,2022-01-12T10:56:09.474Z,"south of the Kermadec Islands",earthquake,7.8,8,0.095,39,reviewed,us,us
2022-01-12T02:51:44.505Z,52.352,-167.6164,10,3.7,mb,,199,1.075,0.88,us,us7000gb78,2022-01-12T03:13:08.040Z,"106 km SE of Nikolski, Alaska",earthquake,5.3,1.9,0.178,8,reviewed,us,us
2022-01-12T02:40:27.650Z,31.4638333,-115.6708333,13.36,3.46,ml,20,114,0.1207,0.17,ci,ci39909519,2022-01-12T17:23:04.241Z,"89km ESE of Maneadero, B.C., MX",earthquake,0.36,0.51,0.18,15,reviewed,ci,ci
2022-01-12T02:32:00.391Z,52.4576,-167.4694,10.04,4.6,mb,,106,0.991,0.94,us,us7000gb6y,2022-01-12T06:57:04.403Z,"108 km ESE of Nikolski, Alaska",earthquake,3.5,4.7,0.05,118,reviewed,us,us
2022-01-12T02:31:11.874Z,52.3774,-167.4487,10,3.7,mb,,219,1.072,0.72,us,us7000gb73,2022-01-12T06:38:38.069Z,"114 km ESE of Nikolski, Alaska",earthquake,5.8,1.9,0.13,15,reviewed,us,us
2022-01-12T02:12:08.390Z,33.3611667,-116.3635,2.96,2.65,ml,114,14,0.03448,0.2,ci,ci39909511,2022-01-13T05:20:09.439Z,"12km N of Borrego Springs, CA",earthquake,0.11,0.24,0.17,30,reviewed,ci,ci
2022-01-12T01:48:03.682Z,52.078,178.0392,133.36,5.2,mww,,81,0.351,0.81,us,us7000gb6l,2022-01-15T01:58:16.889Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,7.2,0.7,0.053,34,reviewed,us,us
2022-01-12T00:45:07.164Z,59.3519,-151.9792,40.3,3.1,ml,,,,0.66,ak,ak022juptok,2022-01-12T00:58:28.215Z,"3 km W of Nanwalek, Alaska",earthquake,,1.1,,,automatic,ak,ak
2022-01-11T23:53:00.840Z,18.3068,-65.109,104,3.62,md,21,333,0.1735,0.03,pr,pr2022011007,2022-01-12T00:17:30.925Z,"19 km WSW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.7,0.56,0.14,18,reviewed,pr,pr
2022-01-11T22:43:15.850Z,19.2913,-69.8695,10.53,4,ml,,130,0.821,0.87,us,us7000gb4e,2022-01-12T10:12:16.294Z,"3 km SSE of El Factor, Dominican Republic",earthquake,3,11.5,0.052,49,reviewed,us,us
2022-01-11T22:15:44.011Z,52.3876,-168.0583,23.25,4.7,mb,,136,1.028,0.97,us,us7000gb42,2022-01-12T06:15:35.736Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,4.8,5.2,0.045,149,reviewed,us,us
2022-01-11T22:02:35.880Z,-8.0083,122.3017,10,4.6,mb,,116,0.626,0.59,us,us7000gb3v,2022-01-11T22:46:55.040Z,"68 km N of Maumere, Indonesia",earthquake,4.3,1.9,0.158,14,reviewed,us,us
2022-01-11T21:41:11.491Z,24.7583,-109.2499,10,4.2,mb,,185,3.707,1.22,us,us7000gb3k,2022-01-11T22:18:11.040Z,"95 km SSW of Topolobampo, Mexico",earthquake,9.4,1.9,0.067,62,reviewed,us,us
2022-01-11T21:30:05.170Z,17.9226,-66.8025,7,2.53,md,13,216,0.0929,0.22,pr,pr2022011005,2022-01-12T00:19:23.059Z,"8 km SSE of Indios, Puerto Rico",earthquake,0.75,0.36,0.32,9,reviewed,pr,pr
2022-01-11T21:21:56.496Z,25.467,62.4487,10,4.7,mb,,125,5.68,0.64,us,us7000gb39,2022-01-11T21:47:49.040Z,"40 km NNE of Gwadar, Pakistan",earthquake,10.3,1.9,0.069,63,reviewed,us,us
2022-01-11T21:06:58.484Z,37.8936,101.184,10,4.3,mb,,107,10.252,0.96,us,us7000gb36,2022-01-11T21:54:41.040Z,"111 km SW of Jinchang, China",earthquake,11.2,1.9,0.117,21,reviewed,us,us
2022-01-11T20:44:46.870Z,31.8653333,-115.7423333,-0.45,2.58,ml,20,133,0.4738,0.37,ci,ci39909199,2022-01-13T19:53:40.040Z,"67km SW of Alberto Oviedo Mota, B.C., MX",earthquake,0.77,1.95,0.244,11,reviewed,ci,ci
2022-01-11T20:17:14.919Z,27.0759,141.3581,120.44,4.6,mb,,43,6.165,0.96,us,us7000gb2y,2022-01-11T23:09:05.040Z,"Bonin Islands, Japan region",earthquake,11.2,5.9,0.05,127,reviewed,us,us
2022-01-11T20:10:02.270Z,19.1066,-66.98,6,3.21,md,16,223,0.6524,0.49,pr,pr2022011004,2022-01-11T20:29:20.933Z,"67 km N of Isabela, Puerto Rico",earthquake,2.89,3.84,0.09,11,reviewed,pr,pr
2022-01-11T18:18:13.937Z,52.3505,-167.906,10,4.8,mwr,,134,1.062,1.25,us,us7000gb1b,2022-01-11T19:04:21.301Z,"92 km SE of Nikolski, Alaska",earthquake,3.9,1.8,0.078,16,reviewed,us,us
2022-01-11T18:01:39.600Z,52.3541,-168.1855,10,4.1,mb,,178,1.071,0.89,us,us7000gb1f,2022-01-11T19:38:32.040Z,"79 km SE of Nikolski, Alaska",earthquake,3.7,1.9,0.083,49,reviewed,us,us
2022-01-11T17:52:00.715Z,45.0222,-66.9278,14.79,2.7,ml,,170,0.113,0.15,us,us7000gbls,2022-01-13T22:32:28.043Z,"11 km ESE of Saint Andrews, Canada",earthquake,3.8,3.4,0.069,28,reviewed,us,us
2022-01-11T17:44:10.614Z,40.8728,21.4935,22.23,4.5,mb,,41,1.08,1.11,us,us7000gb0u,2022-01-11T19:11:46.040Z,"8 km WNW of Melíti, Greece",earthquake,4.1,5.4,0.089,42,reviewed,us,us
2022-01-11T17:21:10.749Z,52.384,-167.7129,10,4.3,mb,,171,1.035,1.07,us,us7000gb0p,2022-01-11T18:48:31.040Z,"99 km SE of Nikolski, Alaska",earthquake,4.5,1.9,0.068,61,reviewed,us,us
2022-01-11T17:03:55.966Z,52.3511,-167.742,10,4.4,mwr,,172,1.066,1.13,us,us7000gb0k,2022-01-11T18:35:31.782Z,"100 km SE of Nikolski, Alaska",earthquake,2.5,1.9,0.086,13,reviewed,us,us
2022-01-11T16:12:56.886Z,-20.9973,-68.7562,109.1,4.4,mb,,100,0.684,0.37,us,us7000gb07,2022-01-11T16:49:00.040Z,"162 km N of Calama, Chile",earthquake,4.7,7.4,0.379,2,reviewed,us,us
2022-01-11T15:27:15.609Z,52.5282,-167.8579,18.83,4.8,mb,,71,0.884,0.56,us,us7000gazj,2022-01-11T20:29:42.040Z,"81 km SE of Nikolski, Alaska",earthquake,4.9,4.8,0.044,157,reviewed,us,us
2022-01-11T15:24:15.114Z,52.5973,-173.3096,188.81,4.2,mb,,144,0.581,0.36,us,us7000gb1a,2022-01-11T21:15:54.040Z,"75 km NE of Atka, Alaska",earthquake,12.2,2.9,0.08,45,reviewed,us,us
2022-01-11T15:14:30.503Z,40.8454,21.4062,9.65,4.7,mb,,42,1.11,0.54,us,us7000gayq,2022-01-11T19:01:06.923Z,"7 km N of Flórina, Greece",earthquake,4.9,3.4,0.086,44,reviewed,us,us
2022-01-11T14:43:27.879Z,52.4433,-168.0961,24.06,4.7,mb,,73,0.975,0.52,us,us7000gayj,2022-01-11T20:27:20.040Z,"75 km SE of Nikolski, Alaska",earthquake,4.3,5,0.037,232,reviewed,us,us
2022-01-11T13:50:22.011Z,52.5345,-167.703,10,4.4,mb,,184,0.886,1.08,us,us7000gayg,2022-01-11T15:26:50.040Z,"90 km ESE of Nikolski, Alaska",earthquake,7.4,1.9,0.099,33,reviewed,us,us
2022-01-11T13:29:47.177Z,-15.7557,-173.131,35,5,mb,,65,5.031,0.36,us,us7000gay1,2022-01-11T14:58:38.040Z,"74 km ENE of Hihifo, Tonga",earthquake,9.2,1.9,0.062,89,reviewed,us,us
2022-01-11T13:22:52.260Z,52.4885,-168.2801,10,4.7,mb,,135,0.95,0.62,us,us7000gay2,2022-01-11T14:39:00.040Z,"63 km SE of Nikolski, Alaska",earthquake,8.3,1.9,0.046,145,reviewed,us,us
2022-01-11T12:53:49.427Z,52.6095,-168.0814,41.88,5.8,mww,,58,0.809,0.72,us,us7000gawq,2022-01-12T13:01:00.888Z,"64 km SE of Nikolski, Alaska",earthquake,7.3,5.7,0.08,15,reviewed,us,us
2022-01-11T12:50:39.160Z,19.2131666666667,-155.4285,33.55,2.85,ml,53,134,,0.12,hv,hv72866512,2022-01-14T16:08:09.221Z,"5 km ENE of P?hala, Hawaii",earthquake,0.41,0.49,0.182004574493625,36,reviewed,hv,hv
2022-01-11T12:39:31.515Z,52.6047,-168.155,11.23,6.6,mww,,40,0.82,0.7,us,us7000gawk,2022-01-12T12:47:32.568Z,"60 km SE of Nikolski, Alaska",earthquake,2.5,3.3,0.058,29,reviewed,us,us
2022-01-11T12:37:56.508Z,52.5601,-168.0878,35.31,4.7,mb,,137,0.858,1.05,us,us7000gawp,2022-01-11T13:11:48.040Z,"67 km SE of Nikolski, Alaska",earthquake,8.1,6.9,0.048,165,reviewed,us,us
2022-01-11T12:35:39.169Z,-24.1645,-67.2984,213.3,4.9,mb,,66,1.452,1.04,us,us7000gawh,2022-01-11T12:53:07.040Z,"99 km W of San Antonio de los Cobres, Argentina",earthquake,4.7,9.1,0.15,16,reviewed,us,us
2022-01-11T12:32:53.568Z,67.6371,-166.5406,18.3,4.3,ml,,,,0.96,ak,ak022ie8zpe,2022-01-11T15:46:20.040Z,"79 km S of Point Hope, Alaska",earthquake,,5.5,,,reviewed,ak,ak
2022-01-11T12:10:38.470Z,19.35,-64.703,44,3.32,md,8,324,1.1927,0.39,pr,pr2022011002,2022-01-11T12:51:11.825Z,"113 km N of Cruz Bay, U.S. Virgin Islands",earthquake,5.01,21.88,0.02,2,reviewed,pr,pr
2022-01-11T11:54:06.289Z,52.4009,-167.9292,37.26,4.8,mb,,173,1.011,0.7,us,us7000gaw0,2022-01-11T14:47:13.567Z,"86 km SE of Nikolski, Alaska",earthquake,8.1,7.4,0.057,93,reviewed,us,us
2022-01-11T11:45:55.935Z,52.5015,-168.02,32.19,5.4,mb,,135,0.913,0.78,us,us7000gavx,2022-01-12T11:52:31.068Z,"74 km SE of Nikolski, Alaska",earthquake,5.9,2,0.033,319,reviewed,us,us
2022-01-11T11:41:49.810Z,33.8123333,-118.2528333,11.57,2.52,ml,95,70,0.05008,0.3,ci,ci39908695,2022-01-12T09:15:12.198Z,"3km SE of Carson, CA",earthquake,0.19,0.31,0.256,34,reviewed,ci,ci
2022-01-11T11:35:46.156Z,52.6563,-167.9169,22.32,6.8,mww,,52,0.755,0.84,us,us7000gavu,2022-01-15T13:46:58.778Z,"71 km ESE of Nikolski, Alaska",earthquake,5.4,3.9,0.051,37,reviewed,us,us
2022-01-11T10:47:49.506Z,25.0029,-109.7836,10,4.5,mb,,173,3.193,0.58,us,us7000gave,2022-01-12T18:15:31.040Z,"96 km SSW of Campo Pesquero el Colorado, Mexico",earthquake,6.4,1.8,0.05,118,reviewed,us,us
2022-01-11T10:35:11.240Z,53.0058,-171.4565,118.27,4.8,mb,,121,0.963,0.55,us,us7000gava,2022-01-11T13:35:12.064Z,"174 km W of Nikolski, Alaska",earthquake,4.9,6.5,0.027,409,reviewed,us,us
2022-01-11T10:15:17.753Z,3.7495,-31.5061,10,4.8,mb,,81,10.477,0.3,us,us7000gavc,2022-01-11T10:50:39.040Z,"central Mid-Atlantic Ridge",earthquake,8,1.8,0.127,22,reviewed,us,us
2022-01-11T08:55:03.055Z,-20.6621,-173.9181,10,4.9,mb,,49,8.122,1.08,us,us7000gauu,2022-01-11T09:59:09.040Z,"104 km SSE of Pangai, Tonga",earthquake,9.8,1.9,0.049,218,reviewed,us,us
2022-01-11T08:45:53.043Z,15.563,-93.8109,68.59,4.4,mb,,157,1.762,1.11,us,us7000gaut,2022-01-11T12:33:24.040Z,"36 km SW of Manuel Ávila Camacho (Ponte Duro), Mexico",earthquake,9.3,12.6,0.105,26,reviewed,us,us
2022-01-11T07:40:55.965Z,24.6434,125.8476,58.29,4.6,mb,,173,2.588,1,us,us7000gaui,2022-01-12T07:42:21.040Z,"57 km ESE of Hirara, Japan",earthquake,11.9,11.4,0.141,15,reviewed,us,us
2022-01-11T07:25:26.314Z,31.69028671,-104.30082,7.391259766,2.5,ml,19,65,0.03588692152,0.2,tx,tx2022asvt,2022-01-12T17:26:57.855Z,"54 km S of Whites City, New Mexico",earthquake,0.9097877769,0.7672479869,0.1,10,reviewed,tx,tx
2022-01-11T07:12:55.120Z,39.6356667,-110.9788333,11.4,2.66,ml,37,28,0.1738,0.21,uu,uu60477097,2022-01-13T02:42:01.022Z,"11 km WSW of Spring Glen, Utah",earthquake,0.33,0.62,0.171,14,reviewed,uu,uu
2022-01-11T06:58:08.986Z,1.4008,126.9289,127.53,4.6,mb,,92,0.762,0.51,us,us7000gau7,2022-01-11T07:14:59.040Z,"84 km NW of Ternate, Indonesia",earthquake,9.4,6.9,0.1,30,reviewed,us,us
2022-01-11T06:54:42.785Z,59.9156,-150.8074,20,2.9,ml,,,,0.72,ak,ak022iat2zi,2022-01-11T20:33:11.385Z,"10 km NE of Fox River, Alaska",earthquake,,2,,,reviewed,ak,ak
2022-01-11T06:25:59.820Z,-57.968,-25.6097,63.95,4.9,mb,,82,16.634,0.45,us,us7000gaty,2022-01-11T07:02:46.040Z,"South Sandwich Islands region",earthquake,10.8,4.6,0.083,46,reviewed,us,us
2022-01-11T06:19:22.170Z,19.1875,-155.484166666667,36.88,2.63,md,52,73,,0.12,hv,hv72865902,2022-01-12T00:31:49.990Z,"1 km SSW of P?hala, Hawaii",earthquake,0.4,0.49,0.126423388052568,20,reviewed,hv,hv
2022-01-11T06:18:12.468Z,18.5312,-73.553,10.96,4.2,mwr,,84,1.756,0.74,us,us7000gatx,2022-01-11T06:53:21.040Z,"4 km W of Petit Trou de Nippes, Haiti",earthquake,4.4,6.1,0.089,12,reviewed,us,us
2022-01-11T06:07:45.673Z,18.4687,-73.5518,14.65,4.6,mwr,,70,1.815,0.5,us,us7000gatl,2022-01-15T01:59:53.463Z,"Haiti region",earthquake,6.5,5,0.078,16,reviewed,us,us
2022-01-11T05:47:24.830Z,33.8083333,-118.2685,14.88,2.83,ml,79,71,0.04618,0.3,ci,ci39908519,2022-01-13T04:26:50.346Z,"3km SSE of Carson, CA",earthquake,0.27,0.47,0.184,123,reviewed,ci,ci
2022-01-11T05:25:16.331Z,58.6498,-152.4695,11.8,4.6,ml,,,,0.63,ak,ak022ia1dkp,2022-01-12T10:40:13.247Z,"70 km NNE of Aleneva, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2022-01-11T04:57:02.461Z,31.72078072,-104.5205414,4.229174805000001,2.7,ml,22,101,0.03268918242,0.2,tx,tx2022asqw,2022-01-11T16:15:34.717Z,"52 km SSW of Whites City, New Mexico",earthquake,1.202143941,0.7524039132,0.1,12,reviewed,tx,tx
2022-01-11T04:37:02.767Z,31.72165965,-104.5259366,4.486254883,3.9,ml,26,108,0.03288407828,0.2,tx,tx2022asqe,2022-01-12T04:40:02.302Z,"52 km SSW of Whites City, New Mexico",earthquake,1.524091366,0.8749841686,0.1,14,reviewed,tx,tx
2022-01-11T04:27:46.622Z,60.5016,-140.4667,17.76,2.6,ml,,97,0.42,0.44,us,us7000gasl,2022-01-11T05:57:36.040Z,"114 km NNW of Yakutat, Alaska",earthquake,4.2,9.6,0.053,46,reviewed,us,us
2022-01-11T04:26:32.769Z,31.67746835,-104.4048879,6.542895508,2.6,ml,21,55,0.08222037354,0.2,tx,tx2022aspv,2022-01-12T15:43:52.775Z,"55 km S of Whites City, New Mexico",earthquake,0.9631836954,0.9574924065,0.1,11,reviewed,tx,tx
2022-01-11T04:11:28.231Z,31.67861551,-104.4051675,6.157275391,2.5,ml,12,55,0.08211542853,0.3,tx,tx2022aspi,2022-01-12T16:17:31.102Z,"western Texas",earthquake,1.125575192,1.768627053,0.1,6,reviewed,tx,tx
2022-01-11T04:09:05.236Z,31.67696635,-104.4113435,7.365551758,3.7,ml,27,55,0.07669517064,0.3,tx,tx2022aspg,2022-01-12T04:11:58.883Z,"55 km S of Whites City, New Mexico",earthquake,0.9700058905999999,0.9241482492,0.1,13,reviewed,tx,tx
2022-01-11T03:46:53.078Z,59.7098,-136.5282,2.72,3,ml,,107,0.659,0.86,us,us7000garv,2022-01-11T04:20:01.040Z,"31 km NW of Mosquito Lake, Alaska",earthquake,4.4,8.4,0.071,26,reviewed,us,us
2022-01-11T03:34:10.388Z,52.7508,159.8016,68.23,4.5,mb,,136,0.749,1.16,us,us7000garz,2022-01-11T04:49:06.040Z,"86 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,9.9,6.7,0.093,35,reviewed,us,us
2022-01-11T02:46:58.980Z,-59.3511,-25.634,35,4.6,mb,,106,15.397,0.56,us,us7000garh,2022-01-11T03:14:07.040Z,"South Sandwich Islands region",earthquake,8.7,1.9,0.087,40,reviewed,us,us
2022-01-11T01:35:58.990Z,19.1843333333333,-155.483666666667,36.74,2.76,ml,53,71,,0.11,hv,hv72865452,2022-01-12T00:53:34.390Z,"2 km SSW of P?hala, Hawaii",earthquake,0.41,0.51,0.12542753679456,27,reviewed,hv,hv
2022-01-11T01:17:22.570Z,19.5611,-66.2231,35,3.36,md,12,295,1.2598,0.4,pr,pr2022011000,2022-01-11T02:00:41.137Z,"121 km N of Brenas, Puerto Rico",earthquake,3.24,26.22,0.07,9,reviewed,pr,pr
2022-01-11T01:07:47.981Z,35.1456,31.9095,19.6,6.6,mww,,21,1.18,1.39,us,us7000gaqu,2022-01-15T05:10:12.078Z,"48 km WNW of Pólis, Cyprus",earthquake,4.9,3.7,0.045,47,reviewed,us,us
2022-01-11T00:52:52.154Z,40.9247,21.4233,10,4.4,mb,,53,1.154,1.16,us,us7000gaqr,2022-01-11T08:08:19.055Z,"7 km SE of Bistrica, North Macedonia",earthquake,4,1.7,0.19,8,reviewed,us,us
2022-01-11T00:28:13.500Z,58.7389,-152.716,34.7,2.9,ml,,,,0.45,ak,ak022i72uiw,2022-01-11T00:50:34.040Z,"76 km N of Aleneva, Alaska",earthquake,,114.9,,,automatic,ak,ak
2022-01-11T00:26:30.240Z,0.1727,96.7244,10,5.2,mb,,72,1.409,0.87,us,us7000gaqk,2022-01-11T00:45:27.040Z,"258 km S of Sinabang, Indonesia",earthquake,7.6,1.8,0.051,126,reviewed,us,us
