time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-01-10T23:38:32.938Z,57.1229,-151.0004,49.4,3,ml,,,,0.66,ak,ak022gxanw5,2022-01-10T23:53:00.040Z,"94 km SE of Chiniak, Alaska",earthquake,,15.2,,,automatic,ak,ak
2022-01-10T23:26:45.232Z,28.5052,-43.6506,10,6,mww,,65,17.745,1.21,us,us7000gaq7,2022-01-14T05:34:59.575Z,"northern Mid-Atlantic Ridge",earthquake,7.8,1.7,0.034,82,reviewed,us,us
2022-01-10T22:25:34.651Z,55.4217,-162.9709,204.93,3.7,ml,,179,0.622,0.55,us,us7000gapn,2022-01-10T23:22:57.040Z,"30 km NNW of Cold Bay, Alaska",earthquake,9.6,7.7,0.181,4,reviewed,us,us
2022-01-10T22:08:00.630Z,19.1636,-68.4403,33,3.74,md,21,260,0.6524,0.71,pr,pr2022010003,2022-01-10T23:22:31.281Z,"61 km NNE of Otra Banda, Dominican Republic",earthquake,3.51,18.91,0.2,20,reviewed,pr,pr
2022-01-10T21:05:21.335Z,-17.3766,-178.717,548.23,4.9,mb,,119,3.103,0.67,us,us7000gany,2022-01-10T21:25:09.040Z,"222 km ENE of Levuka, Fiji",earthquake,14.2,8.2,0.06,86,reviewed,us,us
2022-01-10T20:37:00.810Z,53.4844,-166.1614,46.2,3.9,ml,,,,0.36,ak,ak022gvi2lo,2022-01-10T23:17:30.632Z,"49 km SSE of Unalaska, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2022-01-10T20:03:03.140Z,-25.0021,179.8864,489.13,5.7,mww,,27,4.671,0.98,us,us7000gani,2022-01-11T20:06:15.742Z,"south of the Fiji Islands",earthquake,9.1,7,0.093,11,reviewed,us,us
2022-01-10T19:54:14.458Z,-22.6665,-174.8807,10,5,mb,,80,19.669,1.32,us,us7000gank,2022-01-10T20:38:56.040Z,"147 km S of ‘Ohonua, Tonga",earthquake,16.9,1.9,0.086,43,reviewed,us,us
2022-01-10T19:18:48.266Z,36.1796,140.8577,78.64,4.3,mb,,153,2.168,0.85,us,us7000gan8,2022-01-10T20:54:52.040Z,"28 km ESE of ?arai, Japan",earthquake,7.9,9.3,0.16,11,reviewed,us,us
2022-01-10T18:59:47.040Z,35.6485,-115.9283333,1.74,2.61,ml,16,67,0.2122,0.18,ci,ci39908023,2022-01-10T22:59:25.540Z,"35km SE of Tecopa, CA",earthquake,0.33,1.27,0.167,72,reviewed,ci,ci
2022-01-10T18:29:47.778Z,35.5088,44.8992,10,4.5,mb,,110,0.48,0.99,us,us7000gamy,2022-01-13T10:23:18.225Z,"6 km ESE of Jamjam?l, Iraq",earthquake,5.2,1.7,0.096,32,reviewed,us,us
2022-01-10T17:46:49.235Z,28.2436,57.0296,49.16,4.2,mb,,109,3.367,0.73,us,us7000gamg,2022-01-10T22:17:41.040Z,"116 km S of K?h Sef?d, Iran",earthquake,13,13,0.105,25,reviewed,us,us
2022-01-10T16:48:25.320Z,40.3688333,-124.7571667,18.48,2.71,md,27,266,0.327,0.25,nc,nc73676581,2022-01-10T20:32:29.040Z,"40km W of Petrolia, CA",earthquake,1.15,0.73,0.204,36,reviewed,nc,nc
2022-01-10T16:12:51.981Z,32.8873,137.644,341.39,4.1,mb,,60,1.837,0.43,us,us7000gajx,2022-01-10T16:46:35.040Z,"180 km ESE of Shing?, Japan",earthquake,7.1,7.4,0.079,44,reviewed,us,us
2022-01-10T15:42:28.106Z,-32.9984,-70.8799,73.37,4,ml,,80,0.225,0.29,us,us7000gajq,2022-01-10T17:21:45.463Z,"18 km SSE of Llaillay, Chile",earthquake,4.9,2.3,0.059,38,reviewed,us,us
2022-01-10T15:16:59.533Z,19.4961,-68.5817,10,2.9,ml,,310,0.994,0.36,us,us7000gajl,2022-01-10T16:09:27.040Z,"74 km NE of Miches, Dominican Republic",earthquake,5,2,0.071,26,reviewed,us,us
2022-01-10T14:44:58.856Z,-33.8772,179.8345,10,4.8,mb,,101,3.881,0.71,us,us7000gaju,2022-01-10T16:31:39.040Z,"south of the Kermadec Islands",earthquake,5.7,1.9,0.139,18,reviewed,us,us
2022-01-10T14:35:40.625Z,38.6758,-97.5439,5,3.1,mb_lg,,104,0.71,0.21,us,us7000gajg,2022-01-11T13:21:07.009Z,"Kansas",earthquake,1.9,2,0.047,122,reviewed,us,us
2022-01-10T14:31:27.250Z,40.9622,-114.9424,13.6,3.7,ml,15,94.86,0.312,0.1579,nn,nn00831477,2022-01-11T00:02:25.386Z,"16 km S of Wells, Nevada",earthquake,,1.2,0.3,9,reviewed,nn,nn
2022-01-10T12:46:10.950Z,42.6239,-108.3442,14.6,2.7,ml,,78,0.906,0.5,us,us7000gaj6,2022-01-10T12:58:06.040Z,"34 km ENE of Atlantic City, Wyoming",earthquake,1.9,8.4,0.043,72,reviewed,us,us
2022-01-10T11:32:53.757Z,31.66672286,-104.396447,7.288427734,2.6,ml,19,61,0.08895951411,0.3,tx,tx2022arik,2022-01-10T22:17:32.503Z,"56 km S of Whites City, New Mexico",earthquake,1.179638315,1.234092189,0.1,11,reviewed,tx,tx
2022-01-10T11:16:28.483Z,-18.1289,-178.1817,594.84,4.8,mb,,85,3.605,1.01,us,us7000gaiz,2022-01-10T11:30:24.040Z,"264 km E of Levuka, Fiji",earthquake,5.9,10,0.097,33,reviewed,us,us
2022-01-10T10:59:32.641Z,-24.7796,-176.0645,25.61,5.3,mww,,130,8.891,1.52,us,us7000gaiu,2022-01-10T16:35:44.040Z,"south of the Fiji Islands",earthquake,11,4.1,0.068,21,reviewed,us,us
2022-01-10T10:28:15.391Z,-9.1233,112.7877,41.26,4.4,mb,,110,1.496,0.93,us,us7000gain,2022-01-10T10:43:32.040Z,"100 km S of Dampit, Indonesia",earthquake,8.3,8.8,0.139,15,reviewed,us,us
2022-01-10T08:38:13.895Z,62.8984,-149.3083,63.9,3.6,ml,,,,0.77,ak,ak022god42f,2022-01-11T08:41:22.352Z,"57 km SSW of Cantwell, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-01-10T08:36:02.502Z,-26.0926,-65.4096,10,5.5,mww,,46,3.415,0.5,us,us7000gai4,2022-01-12T11:01:59.362Z,"20 km NW of Trancas, Argentina",earthquake,7.6,1.8,0.059,28,reviewed,us,us
2022-01-10T08:09:08.991Z,38.1757,-117.8179,8.7,3,ml,19,82.58,0.117,0.1569,nn,nn00831455,2022-01-10T15:38:35.040Z,"34 km SE of Mina, Nevada",earthquake,,1.9,0.15,8,reviewed,nn,nn
2022-01-10T07:44:57.777Z,47.652,-69.823,17.97,3.2,mb_lg,,113,0.775,0.33,us,us7000gahx,2022-01-11T03:01:34.362Z,"14 km N of Saint-Pascal, Canada",earthquake,3.5,7.5,0.098,27,reviewed,us,us
2022-01-10T07:13:26.181Z,56.8896,-156.8039,81.6,2.5,ml,,,,0.37,ak,ak022gnmci2,2022-01-11T08:21:12.040Z,"78 km SSE of Ugashik, Alaska",earthquake,,1.5,,,automatic,ak,ak
2022-01-10T07:06:34.004Z,-30.7939,-71.4586,38.62,4.9,mb,,123,0.193,0.84,us,us7000gahp,2022-01-10T15:08:55.394Z,"32 km SW of Ovalle, Chile",earthquake,3.8,6.6,0.05,124,reviewed,us,us
2022-01-10T06:52:20.074Z,-21.9729,-68.6233,146.02,4.1,mb,,71,1.051,1,us,us7000gahm,2022-01-10T14:24:56.040Z,"61 km NNE of Calama, Chile",earthquake,5.5,7.7,0.262,4,reviewed,us,us
2022-01-10T06:26:43.014Z,-33.7985,179.5056,10,5.3,mww,,75,3.88,1.18,us,us7000gahf,2022-01-10T15:35:18.040Z,"south of the Kermadec Islands",earthquake,6.9,1.8,0.08,15,reviewed,us,us
2022-01-10T05:24:19.317Z,-4.7535,153.1413,10,4.6,mb,,119,1.123,0.34,us,us7000gah8,2022-01-10T11:27:20.040Z,"106 km ESE of Kokopo, Papua New Guinea",earthquake,10.2,1.9,0.119,21,reviewed,us,us
2022-01-10T05:09:37.600Z,38.1763,-117.8876,7.2,3.2,ml,23,56.16,0.068,0.1435,nn,nn00831449,2022-01-10T15:22:45.040Z,"30 km SE of Mina, Nevada",earthquake,,1.4,0.2,8,reviewed,nn,nn
2022-01-10T03:55:57.268Z,63.042,-151.373,22.7,2.5,ml,,,,0.86,ak,ak022glhok2,2022-01-10T04:01:20.040Z,"58 km SSE of Denali National Park, Alaska",earthquake,,1.2,,,automatic,ak,ak
2022-01-10T03:10:27.530Z,41.1839981,-123.7931671,26.74,2.94,ml,29,79,0.1757,0.19,nc,nc73676346,2022-01-10T05:03:46.040Z,"7km W of Weitchpec, CA",earthquake,0.42,1.57,0.17,11,automatic,nc,nc
2022-01-10T02:42:15.200Z,19.3058,-67.338,29,3.57,md,11,301,0.9321,0.32,pr,pr2022010000,2022-01-10T02:59:22.734Z,"93 km NNW of San Antonio, Puerto Rico",earthquake,1.69,19.87,0.06,6,reviewed,pr,pr
2022-01-10T02:26:10.611Z,-19.9359,-177.9958,573.12,4.5,mb,,72,4.33,1.06,us,us7000gagk,2022-01-10T02:49:55.040Z,"Fiji region",earthquake,13.1,6.8,0.042,162,reviewed,us,us
2022-01-10T01:26:04.488Z,-33.897,179.748,10,5.2,mww,,76,3.84,1,us,us7000gagh,2022-01-10T01:45:45.040Z,"south of the Kermadec Islands",earthquake,9.4,1.9,0.098,10,reviewed,us,us
2022-01-10T00:58:14.859Z,57.4084,-152.7144,8,2.7,ml,,,,1.04,ak,ak022gjpxlo,2022-01-15T04:10:15.040Z,"30 km S of Womens Bay, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-01-10T00:54:55.675Z,44.2756,-115.2481,10,2.6,ml,,67,0.933,1.04,us,us7000gaga,2022-01-15T03:59:57.040Z,"25 km WNW of Stanley, Idaho",earthquake,2.6,2,0.055,44,reviewed,us,us
2022-01-10T00:52:25.800Z,31.5346667,-115.6133333,2.86,2.8,ml,16,99,0.2041,0.17,ci,ci39907303,2022-01-10T18:41:09.400Z,"88km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.27,1.06,0.157,65,reviewed,ci,ci
2022-01-10T00:35:33.938Z,-33.8031,179.5827,10,5.2,mb,,83,3.892,0.84,us,us7000gagc,2022-01-15T04:07:30.040Z,"south of the Kermadec Islands",earthquake,13.7,1.8,0.112,26,reviewed,us,us
2022-01-10T00:06:30.730Z,-33.7958,179.5444,7,6.2,mww,,34,5.011,1.3,us,us7000gag3,2022-01-15T03:58:23.238Z,"south of the Kermadec Islands",earthquake,8.6,1.8,0.042,54,reviewed,us,us
2022-01-09T23:46:50.209Z,2.7591,128.5241,232.69,4.9,mb,,92,2.288,0.84,us,us7000gag1,2022-01-10T00:34:41.040Z,"127 km NNE of Tobelo, Indonesia",earthquake,9,7.1,0.049,134,reviewed,us,us
2022-01-09T23:26:07.907Z,-8.1312,123.7037,10,4.3,mb,,90,1.534,0.5,us,us7000gafn,2022-01-10T00:00:58.040Z,"139 km NNW of Pante Makasar, Timor Leste",earthquake,4.5,1.9,0.133,16,reviewed,us,us
2022-01-09T23:20:02.513Z,-8.143,123.798,10,4,mb,,89,1.619,0.53,us,us7000gafi,2022-01-09T23:47:14.040Z,"133 km NNW of Pante Makasar, Timor Leste",earthquake,5.6,2,0.3,3,reviewed,us,us
2022-01-09T22:21:03.780Z,40.9071,21.399,10,4,mb,,130,1.155,0.62,us,us7000gaf6,2022-01-09T23:24:58.984Z,"8 km SSE of Bistrica, North Macedonia",earthquake,3.3,2,0.211,6,reviewed,us,us
2022-01-09T21:59:05.758Z,1.4888,127.8667,10,5.6,mww,,81,0.87,0.85,us,us7000gaf4,2022-01-10T22:02:38.247Z,"30 km SSW of Tobelo, Indonesia",earthquake,5.5,1.8,0.098,10,reviewed,us,us
2022-01-09T21:53:20.949Z,40.9116,21.3813,10,4.6,mb,,33,1.168,0.84,us,us7000gaf0,2022-01-10T08:46:53.273Z,"7 km S of Bistrica, North Macedonia",earthquake,4.5,1.3,0.103,28,reviewed,us,us
2022-01-09T21:43:46.720Z,40.8416,21.3763,10,5.5,mww,,22,1.124,0.75,us,us7000gaex,2022-01-15T09:27:14.023Z,"7 km NNW of Flórina, Greece",earthquake,4.9,1.7,0.033,88,reviewed,us,us
2022-01-09T21:35:28.778Z,-32.8845,-179.0206,19.96,5,mb,,131,3.732,0.83,us,us7000gaes,2022-01-09T22:04:57.040Z,"south of the Kermadec Islands",earthquake,7.9,4.8,0.085,44,reviewed,us,us
2022-01-09T21:27:51.266Z,1.4118,127.8455,11.81,5.3,mww,,111,0.795,0.65,us,us7000gaeq,2022-01-09T23:22:59.040Z,"39 km SSW of Tobelo, Indonesia",earthquake,3.5,4.2,0.098,10,reviewed,us,us
2022-01-09T21:15:01.530Z,19.2608,-66.597,32,3.47,md,22,263,0.7866,0.36,pr,pr2022009008,2022-01-09T21:34:44.334Z,"88 km N of Arecibo, Puerto Rico",earthquake,1.28,10.32,0.1,16,reviewed,pr,pr
2022-01-09T21:02:56.127Z,31.67119017,-104.4500492,6.131567383,2.7,ml,17,59,0.04331844813,0.3,tx,tx2022aqfr,2022-01-10T18:45:41.956Z,"56 km S of Whites City, New Mexico",earthquake,1.168220911,1.177085023,0.1,8,reviewed,tx,tx
2022-01-09T19:28:31.631Z,54.5779,-163.4239,24.19,3,ml,,167,0.279,0.94,us,us7000gaec,2022-01-09T21:01:13.040Z,"30 km S of False Pass, Alaska",earthquake,4,9.6,0.081,20,reviewed,us,us
2022-01-09T18:25:06.247Z,61.1423,-149.2462,13.1,2.6,ml,,,,0.83,ak,ak022f6pard,2022-01-10T05:15:52.369Z,"22 km N of Girdwood, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-09T17:10:30.641Z,11.9822,-87.1375,45.47,4.9,mb,,91,0.691,1.13,us,us7000gadx,2022-01-09T18:14:31.431Z,"55 km S of Corinto, Nicaragua",earthquake,5.5,6,0.029,383,reviewed,us,us
2022-01-09T16:01:17.360Z,17.8936,-66.8838,14,2.62,md,10,237,0.0816,0.08,pr,pr2022009007,2022-01-09T16:33:06.901Z,"9 km SSE of Guánica, Puerto Rico",earthquake,0.55,0.54,0.38,6,reviewed,pr,pr
2022-01-09T15:03:35.248Z,-23.0762,-179.6411,602.22,4.6,mb,,125,5.728,0.37,us,us7000gadm,2022-01-09T15:23:22.040Z,"south of the Fiji Islands",earthquake,14.1,14.2,0.101,32,reviewed,us,us
2022-01-09T14:37:37.020Z,18.825,-67.2076,17,3.36,md,17,255,0.3703,0.43,pr,pr2022009005,2022-01-09T15:01:52.922Z,"38 km NNW of San Antonio, Puerto Rico",earthquake,1.33,2.05,0.15,9,reviewed,pr,pr
2022-01-09T12:52:40.915Z,-26.677,-71.3757,17.97,4.2,mwr,,140,0.644,0.77,us,us7000gad0,2022-01-09T13:18:44.040Z,"128 km NW of Copiapó, Chile",earthquake,3.9,4.8,0.047,44,reviewed,us,us
2022-01-09T10:09:23.033Z,-7.0767,129.2665,133.86,4.6,mb,,61,2.206,0.68,us,us7000gacn,2022-01-09T10:29:02.040Z,"296 km ENE of Lospalos, Timor Leste",earthquake,7.8,8.2,0.125,19,reviewed,us,us
2022-01-09T09:21:44.220Z,19.1451,-68.544,6,3.56,md,15,272,0.6518,0.75,pr,pr2022009004,2022-01-09T12:27:46.633Z,"55 km ENE of Miches, Dominican Republic",earthquake,7.22,6.3,0.15,13,reviewed,pr,pr
2022-01-09T09:13:51.390Z,-4.8134,153.3332,82.79,4.9,mb,,100,6.56,0.49,us,us7000gaci,2022-01-09T09:33:23.040Z,"129 km ESE of Kokopo, Papua New Guinea",earthquake,11.7,7.9,0.082,47,reviewed,us,us
2022-01-09T08:54:19.320Z,17.8765,-67.1651,8,2.52,md,8,294,0.1413,0.11,pr,pr2022009003,2022-01-09T09:06:48.163Z,"11 km S of Pole Ojea, Puerto Rico",earthquake,0.63,0.98,0.05,3,reviewed,pr,pr
2022-01-09T08:04:25.513Z,38.1755,-117.8184,8.7,2.5,ml,22,90.52,0.117,0.1923,nn,nn00831422,2022-01-10T16:59:02.252Z,"34 km SE of Mina, Nevada",earthquake,,1.6,0.27,9,reviewed,nn,nn
2022-01-09T07:54:00.250Z,36.2871667,-120.3461667,12.58,2.52,md,41,112,0.05029,0.12,nc,nc73676091,2022-01-14T03:56:10.855Z,"16km N of Coalinga, CA",earthquake,0.38,0.47,0.167,70,reviewed,nc,nc
2022-01-09T07:12:44.735Z,60.454,-140.4465,22.38,3.2,ml,,92,0.372,0.54,us,us7000gab8,2022-01-09T07:45:30.350Z,"108 km NNW of Yakutat, Alaska",earthquake,3.9,12.5,0.04,83,reviewed,us,us
2022-01-09T05:23:24.051Z,61.4175,-147.2743,9.6,2.6,ml,,,,0.92,ak,ak022eyy9rm,2022-01-09T06:04:15.040Z,"47 km SSE of Glacier View, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-01-09T04:07:04.558Z,12.5463,-86.7906,189.67,4.4,mb,,135,0.074,0.42,us,us7000gaap,2022-01-09T04:31:50.040Z,"7 km ENE of Telica, Nicaragua",earthquake,7,5,0.073,58,reviewed,us,us
2022-01-09T03:57:41.134Z,-24.3415,179.7855,553.56,4.4,mb,,73,5.312,0.56,us,us7000gaaj,2022-01-09T04:14:11.040Z,"south of the Fiji Islands",earthquake,9,8.3,0.059,85,reviewed,us,us
2022-01-09T03:34:18.525Z,60.4854,-151.6892,46,2.8,ml,,,,0.56,ak,ak022extqyw,2022-01-09T03:49:09.040Z,"23 km WNW of Kalifornsky, Alaska",earthquake,,1,,,automatic,ak,ak
2022-01-09T02:35:46.182Z,0.3215,122.0556,195.4,4.8,mb,,68,1.531,0.88,us,us7000gaaa,2022-01-09T02:51:34.040Z,"114 km WSW of Gorontalo, Indonesia",earthquake,9.1,8,0.087,43,reviewed,us,us
2022-01-09T02:05:47.962Z,-7.1771,152.5799,19.99,5.9,mww,,20,7.629,1.13,us,us7000ga9y,2022-01-10T02:10:44.920Z,"New Britain region, Papua New Guinea",earthquake,7.7,4.1,0.051,37,reviewed,us,us
2022-01-09T01:47:17.310Z,18.0023,-66.8333,15,2.56,md,10,159,0.0534,0.17,pr,pr2022009000,2022-01-09T02:04:00.320Z,"1 km WNW of Indios, Puerto Rico",earthquake,0.5,0.57,0.13,4,reviewed,pr,pr
2022-01-09T00:11:22.834Z,24.7185,-109.0818,10,4.7,mb,,162,3.79,1.07,us,us7000ga9j,2022-01-09T10:23:37.115Z,"92 km SSW of El Huitusi, Mexico",earthquake,8.1,1.9,0.059,86,reviewed,us,us
2022-01-08T23:46:18.060Z,33.373,-116.8868333,4.58,3.21,ml,117,15,0.02799,0.23,ci,ci39906383,2022-01-13T21:01:00.148Z,"3km NW of Palomar Observatory, CA",earthquake,0.12,0.4,0.162,171,reviewed,ci,ci
2022-01-08T23:30:35.840Z,17.9498,-66.9771,8,2.69,md,12,213,0.0699,0.1,pr,pr2022008002,2022-01-08T23:44:47.447Z,"7 km WSW of Guánica, Puerto Rico",earthquake,0.44,0.88,0.13,8,reviewed,pr,pr
2022-01-08T19:56:19.564Z,38.6976,73.7327,104.19,4.7,mb,,62,1.692,0.87,us,us7000ga8b,2022-01-08T20:10:36.040Z,"62 km NNW of Murghob, Tajikistan",earthquake,6.4,6.6,0.063,77,reviewed,us,us
2022-01-08T15:56:06.321Z,-58.815,-24.9718,10,4.9,mb,,95,7.813,1.08,us,us7000ga77,2022-01-08T16:19:53.040Z,"South Sandwich Islands region",earthquake,12.7,1.9,0.074,60,reviewed,us,us
2022-01-08T15:20:15.519Z,62.6137,-152.1605,0.1,2.5,ml,,,,0.95,ak,ak022dhcllw,2022-01-08T19:28:31.040Z,"Central Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-01-08T14:48:43.610Z,19.2315,-155.4255,33.97,2.7,ml,53,126,,0.13,hv,hv72862222,2022-01-12T21:22:03.120Z,"6 km ENE of P?hala, Hawaii",earthquake,0.42,0.48,0.118171293864769,28,reviewed,hv,hv
2022-01-08T14:47:49.170Z,17.9375,-66.8205,10,2.89,md,15,205,0.0697,0.1,pr,pr2022008000,2022-01-08T15:03:56.705Z,"6 km S of Indios, Puerto Rico",earthquake,0.42,0.48,0.4,6,reviewed,pr,pr
2022-01-08T14:20:27.041Z,-4.8536,133.7813,29.73,4.7,mb,,75,2.455,1.06,us,us7000ga6u,2022-01-08T17:50:41.040Z,"142 km NE of Tual, Indonesia",earthquake,8.4,4.2,0.108,28,reviewed,us,us
2022-01-08T12:49:10.928Z,62.1655,-152.0846,98.1,2.5,ml,,,,0.6,ak,ak022dfqi49,2022-01-08T13:08:14.040Z,"40 km WNW of Skwentna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-01-08T12:08:07.032Z,34.3246,24.2926,10,4.4,mb,,175,1.079,0.51,us,us7000ga6b,2022-01-08T12:35:05.040Z,"59 km SSE of Kastrí, Greece",earthquake,5,1.8,0.112,23,reviewed,us,us
2022-01-08T11:39:40.320Z,51.8986666666667,-176.551333333333,2,3.62,ml,15,140,,0.16,av,av91459081,2022-01-09T07:25:59.270Z,"6 km ENE of Adak, Alaska",earthquake,0.37,0.49,0.249693784634649,24,reviewed,av,av
2022-01-08T11:28:03.904Z,11.9545,-87.1759,43.48,4.4,mb,,171,0.733,0.46,us,us7000ga68,2022-01-08T11:49:08.040Z,"58 km S of Corinto, Nicaragua",earthquake,6.6,11.1,0.055,97,reviewed,us,us
2022-01-08T10:51:27.620Z,39.69,-122.8685,4.11,2.86,md,41,46,0.2729,0.12,nc,nc73675616,2022-01-13T22:04:10.666Z,"13km WNW of Alder Springs, CA",earthquake,0.21,0.81,0.163,44,reviewed,nc,nc
2022-01-08T10:30:43.048Z,5.7339,127.0104,115.22,5,mb,,69,1.945,0.67,us,us7000ga61,2022-01-08T10:46:27.040Z,"115 km SE of Pondaguitan, Philippines",earthquake,8.2,6.7,0.064,78,reviewed,us,us
2022-01-08T09:53:41.817Z,1.3904,127.9441,13.03,5.3,mww,,81,0.843,0.78,us,us7000ga5w,2022-01-08T11:45:22.849Z,"38 km S of Tobelo, Indonesia",earthquake,3.3,4.5,0.071,19,reviewed,us,us
2022-01-08T09:03:34.476Z,-26.6916,-71.353,10,4.2,mb,,160,0.619,0.57,us,us7000ga5q,2022-01-08T09:36:03.040Z,"125 km NW of Copiapó, Chile",earthquake,3.8,1.7,0.216,6,reviewed,us,us
2022-01-08T08:34:55.370Z,-30.2735,-177.5903,34.01,5.1,mb,,93,1.048,0.38,us,us7000ga5h,2022-01-08T08:53:29.040Z,"Kermadec Islands, New Zealand",earthquake,11.6,6.1,0.109,27,reviewed,us,us
2022-01-08T08:29:01.760Z,38.8345,-122.8058333,1.12,2.59,md,78,27,0.01157,0.07,nc,nc73675531,2022-01-13T08:36:56.215Z,"7km W of Cobb, CA",earthquake,0.11,0.14,0.15,58,reviewed,nc,nc
2022-01-08T08:16:42.060Z,60.4818,-140.4103,28.37,5.2,mww,,88,0.395,0.7,us,us7000ga56,2022-01-09T18:24:40.102Z,"110 km NNW of Yakutat, Alaska",earthquake,4.4,4,0.039,63,reviewed,us,us
2022-01-08T06:30:07.814Z,37.7645,101.3693,10,4.5,mb,,89,10.717,0.75,us,us7000ga4x,2022-01-08T06:47:28.040Z,"109 km SW of Jinchang, China",earthquake,8.4,1.9,0.104,27,reviewed,us,us
2022-01-08T06:21:31.650Z,34.4365,-118.9911667,1.8,3.56,ml,105,19,0.06392,0.29,ci,ci39905711,2022-01-14T15:48:31.795Z,"8km WNW of Fillmore, CA",earthquake,0.19,0.55,0.136,162,reviewed,ci,ci
2022-01-08T05:42:02.336Z,11.0431,93.267,90.58,4.2,mb,,112,6.546,0.59,us,us7000ga4l,2022-01-08T06:50:39.040Z,"89 km SE of Port Blair, India",earthquake,10.2,8.9,0.153,12,reviewed,us,us
2022-01-08T03:53:28.737Z,58.8404,-153.8104,0,3.1,ml,,,,0.79,ak,ak022daehue,2022-01-08T04:09:51.040Z,"86 km SE of Kokhanok, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-01-08T03:24:08.565Z,-26.6739,-71.1667,13,5.9,mww,,72,0.53,1.25,us,us7000ga3i,2022-01-09T03:28:06.832Z,"112 km NW of Copiapó, Chile",earthquake,5.1,1.7,0.047,44,reviewed,us,us
2022-01-08T03:22:18.511Z,-26.668,-71.3539,10,4.9,mb,,132,0.637,1.29,us,us7000ga3h,2022-01-08T04:00:56.040Z,"127 km NW of Copiapó, Chile",earthquake,3.6,1.8,0.119,22,reviewed,us,us
2022-01-08T03:20:45.984Z,55.8216,-156.503,31.69,3.2,ml,,196,1.772,0.46,us,us7000ga3g,2022-01-08T04:04:23.040Z,"129 km ESE of Chignik, Alaska",earthquake,8.6,17.9,0.06,36,reviewed,us,us
2022-01-08T02:47:53.724Z,31.65515556,-104.2959659,6.799975586,2.5,ml,19,59,0.03119096238,0.3,tx,tx2022anab,2022-01-10T22:24:56.314Z,"58 km S of Whites City, New Mexico",earthquake,1.011650095,1.134633474,0.1,11,reviewed,tx,tx
2022-01-08T01:30:10.088Z,58.2915,-154.7636,6.6,3.1,ml,,,,0.77,ak,ak022d92nui,2022-01-08T21:37:16.020Z,"82 km NNW of Karluk, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-01-08T01:26:47.858Z,6.221,126.505,62.35,4.5,mb,,122,1.247,0.92,us,us7000ga2z,2022-01-08T01:46:42.040Z,"39 km ESE of Pondaguitan, Philippines",earthquake,9.5,7.8,0.131,18,reviewed,us,us
